ID,DATE,FROM,TO,AFFILIATION,CONTENT
1,1632268800,e1c6874d4a36689f7b1bed81fc5c1b51b17ed091,3d2e7dd947287b2d63cc78e1b9d9ed6f9fb0afe7,@uni-erfurt.de,"Hör mal zu, wenn du glaubst, sagen zu können, dass die Ungeimpften eine niedrige Bildung haben, muss ich mal fragen ob du noch ganz richtig tickst. Hast wohl nicht mehr in deinem Spatzengehirn. Musst mal aufpassen, dass du nicht vor der Uni mal zusammengeschlagen wirst. Es gibt Leute, denen gefällt deine Sprache nicht."
